Timestamp,Longitude,Latitude,Speed,Operatorname,CellID,NetworkMode,RSRP,RSRQ,SNR,CQI,RSSI,DL_bitrate,UL_bitrate,State,NRxRSRP,NRxRSRQ,ServingCell_Lon,ServingCell_Lat,ServingCell_Distance
2018.02.02_11.30.16,-8.656298,52.132711,42,A,6,HSPA+,-69,-2.0,,,-83.30932203389831,2069,38,D,-51.0,-24.0,,,
2018.02.02_11.30.18,-8.656298,52.132711,42,A,6,HSPA+,-71,-2.0,,,-83.30932203389831,1979,37,D,-51.0,-24.0,,,
2018.02.02_11.30.19,-8.656298,52.132711,42,A,6,HSPA+,-71,-2.0,,,-83.30932203389831,201,5,D,-51.0,-24.0,,,
2018.02.02_11.30.20,-8.656298,52.132711,42,A,6,HSPA+,-75,-2.0,,,-83.30932203389831,369,5,D,-51.0,-24.0,,,
2018.02.02_11.30.22,-8.656298,52.132711,42,A,6,HSPA+,-75,-2.0,,,-83.30932203389831,1151,18,D,-51.0,-24.0,,,
2018.02.02_11.30.23,-8.656298,52.132711,42,A,6,HSPA+,-77,-2.0,,,-83.30932203389831,1062,20,D,-51.0,-24.0,,,
2018.02.02_11.30.24,-8.656298,52.132711,42,A,6,HSPA+,-77,-2.0,,,-83.30932203389831,1431,68,D,-51.0,-24.0,,,
2018.02.02_11.30.25,-8.656298,52.132711,42,A,6,HSPA+,-77,-2.0,,,-83.30932203389831,2069,110,D,-51.0,-24.0,,,
2018.02.02_11.30.26,-8.656298,52.132711,42,A,6,HSPA+,-77,-2.0,,,-83.30932203389831,1532,62,D,-51.0,-24.0,,,
2018.02.02_11.30.27,-8.656298,52.132711,42,A,6,HSPA+,-77,-2.0,,,-83.30932203389831,2169,40,D,-51.0,-24.0,,,
2018.02.02_11.30.28,-8.656298,52.132711,42,A,6,HSPA+,-77,-2.0,,,-83.30932203389831,1196,22,D,-51.0,-24.0,,,
2018.02.02_11.30.29,-8.656298,52.132711,42,A,6,HSPA+,-79,-2.0,,,-83.30932203389831,1107,21,D,-51.0,-24.0,,,
2018.02.02_11.30.30,-8.656298,52.132711,42,A,6,HSPA+,-79,-2.0,,,-83.30932203389831,849,16,D,-51.0,-24.0,,,
2018.02.02_11.30.31,-8.656298,52.132711,42,A,6,HSPA+,-85,-2.0,,,-83.30932203389831,357,7,D,-51.0,-24.0,,,
2018.02.02_11.30.35,-8.656298,52.132711,42,A,6,HSPA+,-75,-2.0,,,-83.30932203389831,2225,37,D,-51.0,-24.0,,,
2018.02.02_11.30.36,-8.656298,52.132711,42,A,6,HSPA+,-75,-2.0,,,-83.30932203389831,5647,104,D,-51.0,-24.0,,,
2018.02.02_11.30.37,-8.656298,52.132711,42,A,6,HSPA+,-71,-2.0,,,-83.30932203389831,7045,131,D,-51.0,-24.0,,,
2018.02.02_11.30.38,-8.656298,52.132711,42,A,6,HSPA+,-71,-2.0,,,-83.30932203389831,5804,206,D,-51.0,-24.0,,,
2018.02.02_11.30.39,-8.656298,52.132711,42,A,6,HSPA+,-63,-2.0,,,-83.30932203389831,4563,151,D,-51.0,-24.0,,,
2018.02.02_11.30.40,-8.656298,52.132711,42,A,6,HSPA+,-63,-2.0,,,-83.30932203389831,2382,44,D,-51.0,-24.0,,,
2018.02.02_11.30.41,-8.656298,52.132711,42,A,6,HSPA+,-65,-2.0,,,-83.30932203389831,4003,74,D,-51.0,-24.0,,,
2018.02.02_11.30.42,-8.656298,52.132711,42,A,6,HSPA+,-65,-2.0,,,-83.30932203389831,6229,115,D,-51.0,-24.0,,,
2018.02.02_11.30.43,-8.656298,52.132711,42,A,6,HSPA+,-71,-2.0,,,-83.30932203389831,7023,131,D,-51.0,-24.0,,,
2018.02.02_11.30.45,-8.656298,52.132711,42,A,6,HSPA+,-71,-2.0,,,-83.30932203389831,6643,123,D,-51.0,-24.0,,,
2018.02.02_11.30.46,-8.656298,52.132711,42,A,6,HSPA+,-73,-2.0,,,-83.30932203389831,4272,79,D,-51.0,-24.0,,,
2018.02.02_11.30.47,-8.656298,52.132711,42,A,6,HSPA+,-73,-2.0,,,-83.30932203389831,1722,32,D,-51.0,-24.0,,,
2018.02.02_11.30.49,-8.656298,52.132711,42,A,6,HSPA+,-69,-2.0,,,-83.30932203389831,1129,19,D,-51.0,-24.0,,,
2018.02.02_11.30.50,-8.656298,52.132711,42,A,6,HSPA+,-69,-2.0,,,-83.30932203389831,424,6,D,-51.0,-24.0,,,
2018.02.02_11.30.52,-8.656298,52.132711,42,A,6,HSPA+,-73,-2.0,,,-83.30932203389831,1028,17,D,-51.0,-24.0,,,
2018.02.02_11.30.53,-8.656298,52.132711,42,A,6,HSPA+,-73,-2.0,,,-83.30932203389831,1364,25,D,-51.0,-24.0,,,
2018.02.02_11.30.54,-8.656298,52.132711,42,A,6,HSPA+,-73,-2.0,,,-83.30932203389831,1230,20,D,-51.0,-24.0,,,
2018.02.02_11.30.56,-8.656298,52.132711,42,A,6,HSPA+,-75,-2.0,,,-83.30932203389831,1274,23,D,-51.0,-24.0,,,
2018.02.02_11.30.58,-8.656298,52.132711,42,A,6,HSPA+,-75,-2.0,,,-83.30932203389831,111,1,D,-51.0,-24.0,,,
2018.02.02_11.30.59,-8.656298,52.132711,42,A,6,HSPA+,-71,-2.0,,,-83.30932203389831,201,2,D,-51.0,-24.0,,,
2018.02.02_11.31.01,-8.656298,52.132711,42,A,6,HSPA+,-71,-2.0,,,-83.30932203389831,1532,28,D,-51.0,-24.0,,,
2018.02.02_11.31.02,-8.656298,52.132711,42,A,6,HSPA+,-67,-2.0,,,-83.30932203389831,1040,19,D,-51.0,-24.0,,,
2018.02.02_11.31.03,-8.656298,52.132711,42,A,6,HSPA+,-67,-2.0,,,-83.30932203389831,872,16,D,-51.0,-24.0,,,
2018.02.02_11.31.04,-8.656298,52.132711,42,A,6,HSPA+,-65,-2.0,,,-83.30932203389831,2650,115,D,-51.0,-24.0,,,
2018.02.02_11.31.05,-8.656298,52.132711,42,A,6,HSPA+,-65,-2.0,,,-83.30932203389831,2247,128,D,-51.0,-24.0,,,
2018.02.02_11.31.06,-8.656298,52.132711,42,A,6,HSPA+,-63,-2.0,,,-83.30932203389831,3008,172,D,-51.0,-24.0,,,
2018.02.02_11.31.07,-8.656298,52.132711,42,A,6,HSPA+,-63,-2.0,,,-83.30932203389831,3914,140,D,-51.0,-24.0,,,
2018.02.02_11.31.08,-8.656298,52.132711,42,A,6,HSPA+,-65,-2.0,,,-83.30932203389831,4126,76,D,-51.0,-24.0,,,
2018.02.02_11.31.09,-8.656298,52.132711,42,A,6,HSPA+,-65,-2.0,,,-83.30932203389831,5055,189,D,-51.0,-24.0,,,
2018.02.02_11.31.10,-8.656298,52.132711,42,A,6,HSPA+,-61,-2.0,,,-83.30932203389831,6207,148,D,-51.0,-24.0,,,
2018.02.02_11.31.11,-8.656298,52.132711,42,A,6,HSPA+,-61,-2.0,,,-83.30932203389831,7526,139,D,-51.0,-24.0,,,
2018.02.02_11.31.12,-8.656298,52.132711,42,A,6,HSPA+,-63,-2.0,,,-83.30932203389831,5144,118,D,-51.0,-24.0,,,
2018.02.02_11.31.14,-8.656298,52.132711,42,A,6,HSPA+,-63,-2.0,,,-83.30932203389831,3701,99,D,-51.0,-24.0,,,
2018.02.02_11.31.15,-8.656298,52.132711,42,A,6,HSPA+,-69,-2.0,,,-83.30932203389831,1644,31,D,-51.0,-24.0,,,
2018.02.02_11.31.16,-8.656298,52.132711,42,A,6,HSPA+,-69,-2.0,,,-83.30932203389831,2058,37,D,-51.0,-24.0,,,
2018.02.02_11.31.17,-8.656298,52.132711,42,A,6,HSPA+,-69,-2.0,,,-83.30932203389831,3645,67,D,-51.0,-24.0,,,
2018.02.02_11.31.18,-8.656298,52.132711,42,A,6,HSPA+,-69,-2.0,,,-83.30932203389831,4249,86,D,-51.0,-24.0,,,
2018.02.02_11.31.19,-8.656298,52.132711,42,A,6,HSPA+,-67,-2.0,,,-83.30932203389831,2147,39,D,-51.0,-24.0,,,
2018.02.02_11.31.20,-8.656298,52.132711,42,A,6,HSPA+,-67,-2.0,,,-83.30932203389831,3869,131,D,-51.0,-24.0,,,
2018.02.02_11.31.21,-8.656298,52.132711,42,A,6,HSPA+,-65,-2.0,,,-83.30932203389831,2941,54,D,-51.0,-24.0,,,
2018.02.02_11.31.22,-8.656298,52.132711,42,A,6,HSPA+,-65,-2.0,,,-83.30932203389831,4663,86,D,-51.0,-24.0,,,
2018.02.02_11.31.23,-8.656298,52.132711,42,A,6,HSPA+,-59,-2.0,,,-83.30932203389831,5659,105,D,-51.0,-24.0,,,
2018.02.02_11.31.24,-8.656298,52.132711,42,A,6,HSPA+,-59,-2.0,,,-83.30932203389831,4048,75,D,-51.0,-24.0,,,
2018.02.02_11.31.26,-8.656298,52.132711,42,A,6,HSPA+,-67,-2.0,,,-83.30932203389831,4059,75,D,-51.0,-24.0,,,
2018.02.02_11.31.27,-8.656298,52.132711,42,A,6,HSPA+,-67,-2.0,,,-83.30932203389831,3545,65,D,-51.0,-24.0,,,
2018.02.02_11.31.28,-8.656298,52.132711,42,A,6,HSPA+,-67,-2.0,,,-83.30932203389831,2326,43,D,-51.0,-24.0,,,
2018.02.02_11.31.29,-8.656298,52.132711,42,A,6,HSPA+,-67,-2.0,,,-83.30932203389831,1274,36,D,-51.0,-24.0,,,
2018.02.02_11.31.30,-8.656298,52.132711,42,A,6,HSPA+,-67,-2.0,,,-83.30932203389831,1822,82,D,-51.0,-24.0,,,
2018.02.02_11.31.31,-8.656298,52.132711,42,A,6,HSPA+,-67,-2.0,,,-83.30932203389831,2583,78,D,-51.0,-24.0,,,
2018.02.02_11.31.32,-8.656298,52.132711,42,A,6,HSPA+,-61,-2.0,,,-83.30932203389831,3925,72,D,-51.0,-24.0,,,
2018.02.02_11.31.33,-8.656298,52.132711,42,A,6,HSPA+,-61,-2.0,,,-83.30932203389831,1767,32,D,-51.0,-24.0,,,
2018.02.02_11.31.34,-8.656298,52.132711,42,A,6,HSPA+,-61,-2.0,,,-83.30932203389831,1521,32,D,-51.0,-24.0,,,
2018.02.02_11.31.35,-8.656298,52.132711,42,A,6,HSPA+,-61,-2.0,,,-83.30932203389831,4182,77,D,-51.0,-24.0,,,
2018.02.02_11.31.37,-8.656298,52.132711,42,A,6,HSPA+,-65,-2.0,,,-83.30932203389831,2617,49,D,-51.0,-24.0,,,
2018.02.02_11.31.38,-8.656298,52.132711,42,A,6,HSPA+,-65,-2.0,,,-83.30932203389831,2661,49,D,-51.0,-24.0,,,
2018.02.02_11.31.39,-8.656298,52.132711,42,A,6,HSPA+,-75,-2.0,,,-83.30932203389831,1252,23,D,-51.0,-24.0,,,
2018.02.02_11.31.40,-8.656298,52.132711,42,A,6,HSPA+,-75,-2.0,,,-83.30932203389831,984,14,D,-51.0,-24.0,,,
2018.02.02_11.31.42,-8.656298,52.132711,42,A,6,HSPA+,-75,-2.0,,,-83.30932203389831,738,7,D,-51.0,-24.0,,,
2018.02.02_11.31.43,-8.656298,52.132711,42,A,6,HSPA+,-75,-2.0,,,-83.30932203389831,4542,84,D,-51.0,-24.0,,,
2018.02.02_11.31.44,-8.656298,52.132711,42,A,6,HSPA+,-69,-2.0,,,-83.30932203389831,5111,151,D,-51.0,-24.0,,,
2018.02.02_11.31.46,-8.656298,52.132711,42,A,6,HSPA+,-69,-2.0,,,-83.30932203389831,3053,143,D,-51.0,-24.0,,,
2018.02.02_11.31.47,-8.656298,52.132711,42,A,6,HSPA+,-71,-2.0,,,-83.30932203389831,1129,21,D,-51.0,-24.0,,,
2018.02.02_11.31.48,-8.656298,52.132711,42,A,6,HSPA+,-71,-2.0,,,-83.30932203389831,290,5,D,-51.0,-24.0,,,
2018.02.02_11.31.49,-8.656298,52.132711,42,A,6,HSPA+,-75,-2.0,,,-83.30932203389831,805,14,D,-51.0,-24.0,,,
2018.02.02_11.31.50,-8.656298,52.132711,42,A,6,HSPA+,-75,-2.0,,,-83.30932203389831,1028,19,D,-51.0,-24.0,,,
2018.02.02_11.31.51,-8.656298,52.132711,42,A,6,HSPA+,-67,-2.0,,,-83.30932203389831,984,18,D,-51.0,-24.0,,,
2018.02.02_11.31.52,-8.656298,52.132711,42,A,6,HSPA+,-67,-2.0,,,-83.30932203389831,1330,23,D,-51.0,-24.0,,,
2018.02.02_11.31.53,-8.656298,52.132711,42,A,6,HSPA+,-63,-2.0,,,-83.30932203389831,1196,25,D,-51.0,-24.0,,,
2018.02.02_11.31.54,-8.656298,52.132711,42,A,6,HSPA+,-63,-2.0,,,-83.30932203389831,1990,37,D,-51.0,-24.0,,,
2018.02.02_11.31.55,-8.656298,52.132711,42,A,6,HSPA+,-67,-2.0,,,-83.30932203389831,1711,55,D,-51.0,-24.0,,,
2018.02.02_11.31.56,-8.656298,52.132711,42,A,6,HSPA+,-67,-2.0,,,-83.30932203389831,1979,105,D,-51.0,-24.0,,,
2018.02.02_11.31.57,-8.656298,52.132711,42,A,6,HSPA+,-71,-2.0,,,-83.30932203389831,2561,146,D,-51.0,-24.0,,,
2018.02.02_11.31.59,-8.656298,52.132711,42,A,6,HSPA+,-71,-2.0,,,-83.30932203389831,1621,86,D,-51.0,-24.0,,,
2018.02.02_11.32.00,-8.656298,52.132711,42,A,6,HSPA+,-69,-2.0,,,-83.30932203389831,1576,61,D,-51.0,-24.0,,,
2018.02.02_11.32.01,-8.656298,52.132711,42,A,6,HSPA+,-69,-2.0,,,-83.30932203389831,1621,30,D,-51.0,-24.0,,,
2018.02.02_11.32.02,-8.656298,52.132711,42,A,6,HSPA+,-69,-2.0,,,-83.30932203389831,1666,30,D,-51.0,-24.0,,,
2018.02.02_11.32.03,-8.656298,52.132711,42,A,6,HSPA+,-69,-2.0,,,-83.30932203389831,2997,92,D,-51.0,-24.0,,,
2018.02.02_11.32.04,-8.656298,52.132711,42,A,6,HSPA+,-69,-2.0,,,-83.30932203389831,1330,51,D,-51.0,-24.0,,,
2018.02.02_11.32.05,-8.656298,52.132711,42,A,6,HSPA+,-69,-2.0,,,-83.30932203389831,3030,56,D,-51.0,-24.0,,,
2018.02.02_11.32.06,-8.656298,52.132711,42,A,6,HSPA+,-67,-2.0,,,-83.30932203389831,3288,61,D,-51.0,-24.0,,,
2018.02.02_11.32.07,-8.656298,52.132711,42,A,6,HSPA+,-67,-2.0,,,-83.30932203389831,3042,56,D,-51.0,-24.0,,,
2018.02.02_11.32.08,-8.656298,52.132711,42,A,6,HSPA+,-71,-2.0,,,-83.30932203389831,3645,67,D,-51.0,-24.0,,,
2018.02.02_11.32.10,-8.656298,52.132711,42,A,6,HSPA+,-71,-2.0,,,-83.30932203389831,4249,79,D,-51.0,-24.0,,,
2018.02.02_11.32.11,-8.656298,52.132711,42,A,6,HSPA+,-67,-2.0,,,-83.30932203389831,5245,97,D,-51.0,-24.0,,,
2018.02.02_11.32.12,-8.656298,52.132711,42,A,6,HSPA+,-67,-2.0,,,-83.30932203389831,3836,71,D,-51.0,-24.0,,,
2018.02.02_11.32.13,-8.656298,52.132711,42,A,6,HSPA+,-71,-2.0,,,-83.30932203389831,2952,55,D,-51.0,-24.0,,,
2018.02.02_11.32.14,-8.656298,52.132711,42,A,6,HSPA+,-71,-2.0,,,-83.30932203389831,1722,36,D,-51.0,-24.0,,,
2018.02.02_11.32.15,-8.656298,52.132711,42,A,6,HSPA+,-73,-2.0,,,-83.30932203389831,44,2,D,-51.0,-24.0,,,
2018.02.02_11.32.16,-8.656298,52.132711,42,A,6,HSPA+,-73,-2.0,,,-83.30932203389831,0,0,I,-51.0,-24.0,,,
2018.02.02_11.32.18,-8.656298,52.132711,42,A,6,HSPA+,-77,-2.0,,,-83.30932203389831,44,2,D,-51.0,-24.0,,,
2018.02.02_11.32.19,-8.656298,52.132711,42,A,6,HSPA+,-77,-2.0,,,-83.30932203389831,134,6,D,-51.0,-24.0,,,
2018.02.02_11.32.20,-8.656298,52.132711,42,A,6,HSPA+,-79,-2.0,,,-83.30932203389831,89,4,D,-51.0,-24.0,,,
2018.02.02_11.32.22,-8.656298,52.132711,42,A,6,HSPA+,-79,-2.0,,,-83.30932203389831,44,2,D,-51.0,-24.0,,,
2018.02.02_11.32.23,-8.656298,52.132711,42,A,6,HSPA+,-77,-2.0,,,-83.30932203389831,134,6,D,-51.0,-24.0,,,
2018.02.02_11.32.26,-8.656298,52.132711,42,A,6,HSPA+,-73,-2.0,,,-83.30932203389831,447,20,D,-51.0,-24.0,,,
2018.02.02_11.32.27,-8.656298,52.132711,42,A,6,HSPA+,-73,-2.0,,,-83.30932203389831,1241,56,D,-51.0,-24.0,,,
2018.02.02_11.32.28,-8.656298,52.132711,42,A,6,HSPA+,-73,-2.0,,,-83.30932203389831,1107,36,D,-51.0,-24.0,,,
2018.02.02_11.32.29,-8.656298,52.132711,42,A,6,HSPA+,-73,-2.0,,,-83.30932203389831,1096,19,D,-51.0,-24.0,,,
2018.02.02_11.32.30,-8.656298,52.132711,42,A,6,HSPA+,-75,-2.0,,,-83.30932203389831,671,13,D,-51.0,-24.0,,,
2018.02.02_11.32.31,-8.656298,52.132711,42,A,6,HSPA+,-75,-2.0,,,-83.30932203389831,908,17,D,-51.0,-24.0,,,
2018.02.02_11.32.32,-8.656298,52.132711,42,A,6,HSPA+,-79,-2.0,,,-83.30932203389831,1655,55,D,-51.0,-24.0,,,
2018.02.02_11.32.33,-8.656298,52.132711,42,A,6,HSPA+,-79,-2.0,,,-83.30932203389831,2326,121,D,-51.0,-24.0,,,
2018.02.02_11.32.35,-8.656298,52.132711,42,A,6,HSPA+,-81,-2.0,,,-83.30932203389831,1565,42,D,-51.0,-24.0,,,
2018.02.02_11.32.36,-8.656298,52.132711,42,A,6,HSPA+,-81,-2.0,,,-83.30932203389831,2930,54,D,-51.0,-24.0,,,
2018.02.02_11.32.37,-8.656298,52.132711,42,A,6,HSPA+,-79,-2.0,,,-83.30932203389831,894,17,D,-51.0,-24.0,,,
2018.02.02_11.32.38,-8.656298,52.132711,42,A,6,HSPA+,-79,-2.0,,,-83.30932203389831,648,12,D,-51.0,-24.0,,,
2018.02.02_11.32.39,-8.656298,52.132711,42,A,6,HSPA+,-83,-2.0,,,-83.30932203389831,246,4,D,-51.0,-24.0,,,
2018.02.02_11.32.40,-8.656298,52.132711,42,A,6,HSPA+,-83,-2.0,,,-83.30932203389831,313,5,D,-51.0,-24.0,,,
2018.02.02_11.32.42,-8.656298,52.132711,42,A,6,HSPA+,-81,-2.0,,,-83.30932203389831,156,1,D,-51.0,-24.0,,,
2018.02.02_11.32.43,-8.656298,52.132711,42,A,6,HSPA+,-81,-2.0,,,-83.30932203389831,0,0,I,-51.0,-24.0,,,
2018.02.02_11.32.44,-8.656298,52.132711,42,A,6,HSPA+,-79,-2.0,,,-83.30932203389831,1364,28,D,-51.0,-24.0,,,
2018.02.02_11.32.45,-8.656298,52.132711,42,A,6,HSPA+,-79,-2.0,,,-83.30932203389831,369,7,D,-51.0,-24.0,,,
2018.02.02_11.32.46,-8.656298,52.132711,42,A,6,HSPA+,-85,-2.0,,,-83.30932203389831,0,0,I,-51.0,-24.0,,,
2018.02.02_11.32.47,-8.656298,52.132711,42,A,6,HSPA+,-85,-2.0,,,-83.30932203389831,391,7,D,-51.0,-24.0,,,
2018.02.02_11.32.49,-8.656298,52.132711,42,A,6,HSPA+,-87,-2.0,,,-83.30932203389831,1051,20,D,-51.0,-24.0,,,
2018.02.02_11.32.51,-8.656298,52.132711,42,A,6,HSPA+,-87,-2.0,,,-83.30932203389831,469,9,D,-51.0,-24.0,,,
2018.02.02_11.32.52,-8.656298,52.132711,42,A,6,HSPA+,-87,-2.0,,,-83.30932203389831,1140,7,D,-51.0,-24.0,,,
2018.02.02_11.32.54,-8.656298,52.132711,42,A,6,HSPA+,-87,-2.0,,,-83.30932203389831,2124,54,D,-51.0,-24.0,,,
2018.02.02_11.32.55,-8.656298,52.132711,42,A,6,HSPA+,-87,-2.0,,,-83.30932203389831,391,20,D,-51.0,-24.0,,,
2018.02.02_11.32.57,-8.656298,52.132711,42,A,6,HSPA+,-87,-2.0,,,-83.30932203389831,816,42,D,-51.0,-24.0,,,
2018.02.02_11.33.00,-8.656298,52.132711,42,A,6,HSPA+,-83,-2.0,,,-83.30932203389831,2192,95,D,-51.0,-24.0,,,
2018.02.02_11.33.01,-8.656298,52.132711,42,A,6,HSPA+,-83,-2.0,,,-83.30932203389831,794,15,D,-51.0,-24.0,,,
2018.02.02_11.33.02,-8.656298,52.132711,42,A,6,HSPA+,-81,-2.0,,,-83.30932203389831,78,0,D,-51.0,-24.0,,,
2018.02.02_11.33.04,-8.656298,52.132711,42,A,6,HSPA+,-81,-2.0,,,-83.30932203389831,0,0,I,-51.0,-24.0,,,
2018.02.02_11.33.05,-8.656298,52.132711,42,A,6,HSPA+,-81,-2.0,,,-83.30932203389831,704,23,D,-51.0,-24.0,,,
2018.02.02_11.33.06,-8.656298,52.132711,42,A,6,HSPA+,-81,-2.0,,,-83.30932203389831,1722,85,D,-51.0,-24.0,,,
2018.02.02_11.33.07,-8.656298,52.132711,42,A,6,HSPA+,-83,-2.0,,,-83.30932203389831,324,16,D,-51.0,-24.0,,,
2018.02.02_11.33.08,-8.656298,52.132711,42,A,6,HSPA+,-83,-2.0,,,-83.30932203389831,134,6,D,-51.0,-24.0,,,
2018.02.02_11.33.09,-8.656298,52.132711,42,A,6,HSPA+,-83,-2.0,,,-83.30932203389831,55,2,D,-51.0,-24.0,,,
2018.02.02_11.33.14,-8.656298,52.132711,42,A,6,HSPA+,-85,-2.0,,,-83.30932203389831,33,1,D,-51.0,-24.0,-8.92825,52.132163,18562.37
2018.02.02_11.33.16,-8.656298,52.132711,42,A,6,HSPA+,-85,-2.0,,,-83.30932203389831,1219,40,D,-51.0,-24.0,-8.92825,52.132163,18562.37
2018.02.02_11.33.17,-8.656298,52.132711,42,A,6,HSPA+,-81,-2.0,,,-83.30932203389831,1364,22,D,-51.0,-24.0,-8.92825,52.132163,18562.37
2018.02.02_11.33.18,-8.656298,52.132711,42,A,6,HSPA+,-81,-2.0,,,-83.30932203389831,2180,68,D,-51.0,-24.0,-8.92825,52.132163,18562.37
2018.02.02_11.33.19,-8.656298,52.132711,42,A,6,HSPA+,-79,-2.0,,,-83.30932203389831,1711,87,D,-51.0,-24.0,-8.92825,52.132163,18562.37
2018.02.02_11.33.20,-8.656298,52.132711,42,A,6,HSPA+,-79,-2.0,,,-83.30932203389831,2561,73,D,-51.0,-24.0,-8.92825,52.132163,18562.37
2018.02.02_11.33.21,-8.656298,52.132711,42,A,6,HSPA+,-79,-2.0,,,-83.30932203389831,2617,48,D,-51.0,-24.0,-8.92825,52.132163,18562.37
2018.02.02_11.33.22,-8.656298,52.132711,42,A,6,HSPA+,-79,-2.0,,,-83.30932203389831,1476,27,D,-51.0,-24.0,-8.92825,52.132163,18562.37
2018.02.02_11.33.23,-8.656298,52.132711,42,A,6,HSPA+,-79,-2.0,,,-83.30932203389831,973,18,D,-51.0,-24.0,-8.92825,52.132163,18562.37
2018.02.02_11.33.24,-8.656298,52.132711,42,A,6,HSPA+,-79,-2.0,,,-83.30932203389831,894,16,D,-51.0,-24.0,-8.92825,52.132163,18562.37
2018.02.02_11.33.25,-8.656298,52.132711,42,A,6,HSPA+,-79,-2.0,,,-83.30932203389831,2460,45,D,-51.0,-24.0,-8.92825,52.132163,18562.37
2018.02.02_11.33.26,-8.656298,52.132711,42,A,6,HSPA+,-79,-2.0,,,-83.30932203389831,1565,29,D,-51.0,-24.0,-8.92825,52.132163,18562.37
2018.02.02_11.33.28,-8.656298,52.132711,42,A,6,HSPA+,-77,-2.0,,,-83.30932203389831,928,17,D,-51.0,-24.0,-8.92825,52.132163,18562.37
2018.02.02_11.33.29,-8.656298,52.132711,42,A,6,HSPA+,-77,-2.0,,,-83.30932203389831,458,8,D,-51.0,-24.0,-8.92825,52.132163,18562.37
2018.02.02_11.33.30,-8.656298,52.132711,42,A,6,HSPA+,-85,-2.0,,,-83.30932203389831,257,4,D,-51.0,-24.0,,,
2018.02.02_11.33.31,-8.656298,52.132711,42,A,6,HSPA+,-85,-2.0,,,-83.30932203389831,167,3,D,-51.0,-24.0,,,
2018.02.02_11.33.32,-8.656298,52.132711,42,A,6,HSPA+,-85,-2.0,,,-83.30932203389831,313,6,D,-51.0,-24.0,,,
2018.02.02_11.33.33,-8.656298,52.132711,42,A,6,HSPA+,-85,-2.0,,,-83.30932203389831,458,9,D,-51.0,-24.0,,,
2018.02.02_11.33.34,-8.656298,52.132711,42,A,6,HSPA+,-87,-2.0,,,-83.30932203389831,234,4,D,-51.0,-24.0,,,
2018.02.02_11.33.36,-8.656298,52.132711,42,A,6,HSPA+,-87,-2.0,,,-83.30932203389831,346,6,D,-51.0,-24.0,,,
2018.02.02_11.33.37,-8.656298,52.132711,42,A,6,HSPA+,-85,-2.0,,,-83.30932203389831,738,14,D,-51.0,-24.0,,,
2018.02.02_11.33.38,-8.656298,52.132711,42,A,6,HSPA+,-85,-2.0,,,-83.30932203389831,1152,22,D,-51.0,-24.0,,,
2018.02.02_11.33.40,-8.656298,52.132711,42,A,6,HSPA+,-87,-2.0,,,-83.30932203389831,67,1,D,-51.0,-24.0,,,
2018.02.02_11.33.42,-8.656298,52.132711,42,A,6,HSPA+,-87,-2.0,,,-83.30932203389831,212,4,D,-51.0,-24.0,,,
2018.02.02_11.33.43,-8.656298,52.132711,42,A,6,HSPA+,-87,-2.0,,,-83.30932203389831,391,7,D,-51.0,-24.0,,,
2018.02.02_11.33.44,-8.656298,52.132711,42,A,6,HSPA+,-89,-2.0,,,-83.30932203389831,525,10,D,-51.0,-24.0,,,
2018.02.02_11.33.45,-8.656298,52.132711,42,A,6,HSPA+,-89,-2.0,,,-83.30932203389831,324,7,D,-51.0,-24.0,,,
2018.02.02_11.33.46,-8.656298,52.132711,42,A,6,HSPA+,-87,-2.0,,,-83.30932203389831,849,16,D,-51.0,-24.0,,,
2018.02.02_11.33.47,-8.656298,52.132711,42,A,6,HSPA+,-87,-2.0,,,-83.30932203389831,1219,43,D,-51.0,-24.0,,,
2018.02.02_11.33.48,-8.656298,52.132711,42,A,6,HSPA+,-83,-2.0,,,-83.30932203389831,1263,63,D,-51.0,-24.0,,,
2018.02.02_11.33.49,-8.656298,52.132711,42,A,6,HSPA+,-83,-2.0,,,-83.30932203389831,917,52,D,-51.0,-24.0,,,
2018.02.02_11.33.50,-8.656298,52.132711,42,A,6,HSPA+,-85,-2.0,,,-83.30932203389831,1107,63,D,-51.0,-24.0,,,
2018.02.02_11.33.51,-8.656298,52.132711,42,A,6,HSPA+,-85,-2.0,,,-83.30932203389831,2024,110,D,-51.0,-24.0,,,
2018.02.02_11.33.53,-8.656298,52.132711,42,A,6,HSPA+,-85,-2.0,,,-83.30932203389831,1666,89,D,-51.0,-24.0,,,
2018.02.02_11.33.54,-8.656298,52.132711,42,A,6,HSPA+,-85,-2.0,,,-83.30932203389831,1509,72,D,-51.0,-24.0,,,
2018.02.02_11.33.55,-8.656298,52.132711,42,A,6,HSPA+,-87,-2.0,,,-83.30932203389831,2382,47,D,-51.0,-24.0,,,
2018.02.02_11.33.56,-8.656298,52.132711,42,A,6,HSPA+,-87,-2.0,,,-83.30932203389831,1274,24,D,-51.0,-24.0,,,
2018.02.02_11.33.57,-8.656298,52.132711,42,A,6,HSPA+,-89,-2.0,,,-83.30932203389831,469,18,D,-51.0,-24.0,,,
2018.02.02_11.33.58,-8.656298,52.132711,42,A,6,HSPA+,-89,-2.0,,,-83.30932203389831,235,17,D,-51.0,-24.0,,,
2018.02.02_11.33.59,-8.656298,52.132711,42,A,6,HSPA+,-83,-2.0,,,-83.30932203389831,525,21,D,-51.0,-24.0,-8.92825,52.132163,18562.37
